persona_id,trait_name,trait_category,inferred_value,ground_truth_value,similarity_score,confidence,rationale,is_selected,,
persona_007,sex,demographic,Female,Female,1,0.95,"The combination of domains related to teaching, parenting (`parents.com`), family life in NY (`newyorkfamily.com`), nutrition (`katelymannutrition.com`), and cooking strongly skews female.",FALSE,,
persona_007,ancestry,demographic,Indian,Indian,1,0.9,The domains `theindianparent.com` and `littleladoo.com` specifically point to an Indian cultural background and identity.,FALSE,,
persona_007,religion,demographic,Religiously unaffiliated,Protestant,0.578,0.4,"No domains related to organized religion were visited. Instead, there's an interest in secular wellness practices like yoga (`yogajournal.com`) and positive psychology.",FALSE,,
persona_007,place of birth,demographic,India,India,1,0.6,The strong connection to Indian heritage media (`theindianparent.com`) combined with US residency (`amherstma.gov`) makes being a first-generation immigrant plausible.,FALSE,,
persona_007,citizenship,demographic,U.S. citizen,U.S. citizen by naturalization,0.706,0.8,Browsing a local U.S. government site (`amherstma.gov`) and U.S.-based civic engagement sites (`volunteermatch.org`) indicates residency and civic participation.,FALSE,,
persona_007,income,demographic,75000,30000-40000,0,0.6,"This is an estimated salary for a public school teacher with some experience and likely a master's degree in Amherst, MA, based on the `amherstma.gov` visit.",FALSE,,
persona_007,education,demographic,Master’s degree,Master's degree,0.994,0.75,The teaching profession often requires or incentivizes a master's degree. High intellectual curiosity is shown by visits to `muse.jhu.edu` and `theconversation.com`.,FALSE,,
persona_007,employment status,occupational,"Civilian employed, at work","Civilian employed, at work",1,0.9,"Extensive browsing of professional teaching, lesson planning, and classroom resource sites (`heartteaching.com`, `edutopia.org`, `teacherplanet.com`) indicates active employment.",FALSE,,
persona_007,class of worker,occupational,Local government employee,"Employee of a private not-for-profit, tax-exempt, or charitable organization",0.525,0.8,"A public school teacher is an employee of the local government. The visit to `amherstma.gov` supports this local, public-sector context.",FALSE,,
persona_007,veteran status,demographic,Non-Veteran,Non-Veteran,1,0.99,"There is a complete absence of domains related to the military, defense, or veterans' affairs.",FALSE,,
persona_007,marital status,demographic,Married,Married,1,0.8,"Browsing several parenting-focused sites (`www.parents.com`, `theindianparent.com`, `newyorkfamily.com`) strongly implies a family unit, most commonly a married couple.",FALSE,,
persona_007,household type,demographic,"Married couple household, with children of the householder less than 18",Married couple household with children of the householder less than 18,0.983,0.8,This is a direct synthesis of the inference of being married and the evidence of parenting young children from sites like `littleladoo.com` and `ducksters.com`.,FALSE,,
persona_007,household language,demographic,English and other languages spoken,Asian and Pacific Island languages,0.551,0.85,"US residency and profession imply English fluency, while the strong Indian heritage (`theindianparent.com`) suggests another language is likely spoken at home.",FALSE,,
persona_007,health insurance,demographic,With health insurance coverage,With health insurance coverage,1,0.95,Employment as a US public school teacher almost guarantees health insurance. Visits to health sites like `www.aap.org` (American Academy of Pediatrics) show engagement with the healthcare system.,FALSE,,
persona_007,disability,demographic,nan,None,0.305,0.9,"No domains were visited that relate to disability services, assistive technology, or specific medical conditions.",FALSE,,
persona_007,ideology,psychographic,Progressive,Liberal,0,0.85,"Visits to left-leaning media (`huffpost.com`), environmentalist sites (`conservation.org`, `epa.gov`), and progressive educational foundations (`edutopia.org`) indicate a progressive worldview.",FALSE,,
persona_007,political views,psychographic,Democrat,Democrat,1,0.8,"The inferred ideology (progressive, pro-environment, pro-public education) aligns strongly with the platform of the Democratic Party in the U.S.",FALSE,,
persona_007,lifestyle,behavioral,Health-conscious working mother,"Busy but balanced, with a focus on health and education",0.515,0.9,"The browsing history shows a clear balance between a demanding career (`weareteachers.com`), family life (`parents.com`), cooking (`foodnetwork.com`), and personal wellness (`yogajournal.com`).",FALSE,,
persona_007,personal time,behavioral,"Cooking, yoga, volunteering, and curriculum development","Preparing lessons, Spending time with family, Practicing yoga",0.496,0.9,"Inferred directly from major categories of visited sites: recipes (`olivemagazine.com`), wellness (`yogaia.com`), civic action (`volunteermatch.org`), and teaching (`teach4theheart.com`).",FALSE,,
persona_007,mannerisms,behavioral,"Patient, nurturing, and methodical",Uses teaching jargon even outside of work,0.27,0.6,"These are personality traits commonly associated with and required for being an effective teacher (`teach4theheart.com`) and parent, reinforced by an interest in positive psychology.",FALSE,,
persona_007,defining quirks,behavioral,Passionately incorporates technology and coding into lessons for young children,Loves cooking traditional Indian dishes,0.187,0.7,"Alongside traditional teaching sites, there's a specific interest in `masterycoding.com` and `timedooracademy.com`, suggesting a unique focus on tech education for kids.",FALSE,,
persona_007,detailed job description,occupational,"An elementary school teacher in Amherst, MA, who focuses on creating an inclusive classroom environment by integrating technology, coding, and multicultural perspectives into her lessons.",Assists teachers in classroom activities and helps students understand the material,0.623,0.8,"This is a synthesis of location (`amherstma.gov`), profession (`weareteachers.com`), tech focus (`masterycoding.com`), and cultural interests (`theindianparent.com`).",FALSE,,
persona_007,Big Five - Conscientiousness,psychographic,High,Extremely Low,0.455,0.85,"The teaching profession requires significant planning and organization. This is reinforced by browsing numerous curriculum, lesson planning, and professional development sites (`edutopia.org`).",FALSE,,
persona_007,Big Five - Extraversion,psychographic,Average,Extremely High,0.376,0.6,"Balances a highly social profession (teaching) with several solitary or small-group hobbies like cooking (`insanelygoodrecipes.com`), yoga (`yogajournal.com`), and online learning.",FALSE,,
persona_007,Big Five - Neuroticism,psychographic,Low,High,0,0.7,Proactive interest in mental well-being (`positivepsychology.com`) and stress-management techniques (`yogajournal.com`) suggests high emotional stability.,FALSE,,
persona_007,Big Five - Openness,psychographic,High,High,1,0.9,"Demonstrates a very wide range of intellectual interests including education, coding, cooking, art (`moma.org`), science (`astronomy.com`, `sciencedirect.com`), and different cultures.",FALSE,,
persona_009,age,demographic,58,33,0.167,0.8,"The combination of an established, high-education career (pharmacist) and browsing sites for widowers (`nationalwidowers.org`, `widow411.com`) suggests a person in their late 50s or early 60s.",FALSE,,
persona_009,sex,demographic,Male,Male,1,0.99,"Visited `nationalwidowers.org`; ""widower"" is the term for a man whose spouse has died.",FALSE,,
persona_009,race,demographic,White alone,White alone,1,0.4,"This is a low-confidence inference based on the combination of a conservative/Republican political leaning, interest in backpacking, and Christian faith, which statistically correlates more highly with this demographic in the U.S. There is no direct evidence.",FALSE,,
persona_009,ancestry,demographic,American,European,0,0.5,"Browsing is heavily focused on U.S. organizations, politics (`republicanviews.org`, `aei.org`), and locations (`latimes.com`), suggesting a primary American cultural identity.",FALSE,,
persona_009,religion,demographic,Christian,Protestant,0,0.95,Directly browsed `christianlifeinspiration.com` and multiple Christian counseling websites (`christiancounselingco.com`).,FALSE,,
persona_009,place of birth,demographic,United States,California/CA,0.545,0.6,"While not definitive, the strong U.S. focus of all browsing combined with a likely age of 58 makes a U.S. place of birth more probable than immigration.",FALSE,,
persona_009,income,demographic,160000,54000,0.47,0.75,"Pharmacists, particularly in California (`latimes.com`), have high average salaries. Interest in consulting (`visante.com`) and management (`shrm.org`) suggests an income at or above the industry average.",FALSE,,
persona_009,education,demographic,Doctorate degree,"1 or more years of college credit, no degree",0.375,0.99,A Doctor of Pharmacy (Pharm.D.) is required to be a pharmacist. Numerous sites like `ashp.org` (American Society of Health-System Pharmacists) and `pharmacytimes.com` confirm this profession.,FALSE,,
persona_009,employment status,occupational,"Civilian employed, at work","Civilian employed, at work",1,0.9,"Extensive browsing related to a specific, active profession (pharmacy, management, policy) indicates current employment.",FALSE,,
persona_009,industry category,occupational,Health Care and Social Assistance,RET-Pharmacies And Drug Stores,0.264,0.98,"The vast majority of professional websites visited are related to pharmacy (`rxsafe.com`, `pbahealth.com`, `ashp.org`).",FALSE,,
persona_009,class of worker,occupational,Employee of a private for-profit company or individual,"Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions",0.91,0.6,"This is the most common employment type for pharmacists. While consulting (`visante.com`) is an interest, being an employee of a hospital or retail pharmacy is more probable.",FALSE,,
persona_009,veteran status,demographic,Non-Veteran,Non-Veteran,1,0.9,"There is a complete absence of browsing related to the military, VA, or veterans' organizations.",FALSE,,
persona_009,marital status,demographic,Widowed,Widowed,1,1,"Directly browsed multiple sites for widows and widowers, including `nationalwidowers.org`, `widow411.com`, and `griefincommon.com`.",FALSE,,
persona_009,household type,demographic,"Male householder, living alone","Male householder, no spouse/partner present, living alone",0.862,0.95,The status as a widower combined with browsing `safeandsolo.com` strongly suggests living alone.,FALSE,,
persona_009,household language,demographic,English only,English only,1,0.95,"All websites browsed are in English, including complex professional (`petrieflom.law.harvard.edu`) and philosophical (`plato.stanford.edu`) texts.",FALSE,,
persona_009,health insurance,demographic,With health insurance coverage,No health insurance coverage,0.679,0.99,"As a U.S.-based healthcare professional, it is virtually certain they have health insurance.",FALSE,,
persona_009,disability,demographic,nan,With a disability,0.151,0.7,"While browsing mental health sites (`samhsa.gov`), this appears related to grief, not a formal disability. The interest in backpacking (`backpacker.com`) suggests no significant physical disability.",FALSE,,
persona_009,political views,psychographic,Republican,Republican,1,0.9,"Browsing of `republicanviews.org` and prominent conservative institutions (`aei.org`, `manhattan.institute`) makes a Republican affiliation highly likely.",FALSE,,
persona_009,lifestyle,behavioral,Reflective and active,Simple and organized,0.288,0.8,Combines intellectual pursuits like philosophy (`plato.stanford.edu`) and reading (`thegreatestbooks.org`) with active hobbies like travel (`misstourist.com`) and backpacking (`backpacker.com`).,FALSE,,
persona_009,personal time,behavioral,"Reading, travel, hiking, and studying philosophy and politics",Spends free time reading or hiking,0.59,0.9,"This is a direct summary of hobby-related domains visited, such as `thegreatestbooks.org`, `tripjaunt.com`, `backpacker.com`, and `plato.stanford.edu`.",FALSE,,
persona_009,mannerisms,behavioral,Methodical and inquisitive,Often uses hand gestures while speaking,0.189,0.6,"The profession of a pharmacist requires a methodical, detail-oriented nature. The wide range of intellectual interests (philosophy, law, politics, literature) suggests an inquisitive mind.",FALSE,,
persona_009,defining quirks,behavioral,A politically conservative pharmacist with a passion for minimalist living and global conservation.,Meticulous about cleanliness and organization at work,0.222,0.7,"This captures the unusual combination of interests in `conservatism.net`, `becomingminimalist.com`, and `conservation.org`.",FALSE,,
persona_009,Big Five - Agreeableness,psychographic,Average,Extremely Low,0.409,0.5,"Competing signals exist: pro-social interests like `globalcitizen.org` and Christian counseling suggest higher agreeableness, while a strong conservative/libertarian ideology often correlates with lower agreeableness.",FALSE,,
persona_009,Big Five - Conscientiousness,psychographic,High,Extremely High,0.67,0.95,"The pharmacy profession demands extreme conscientiousness. This is reinforced by interests in organization and self-discipline, evidenced by visiting `becomingminimalist.com` and `realsimple.com`.",FALSE,,
persona_009,Big Five - Extraversion,psychographic,Average,Average,1,0.6,"Shows interest in both solitary activities (reading, philosophy) and potentially social ones (travel, seeking community on `griefincommon.com`).",FALSE,,
persona_009,Big Five - Neuroticism,psychographic,High,Extremely High,0.67,0.8,"Currently browsing a large number of sites related to grief, loss, hospice, and mental health treatment (`vitas.com`, `griefincommon.com`, `samhsa.gov`), indicating a period of significant emotional distress.",FALSE,,
persona_009,Big Five - Openness,psychographic,High,High,1,0.9,"Demonstrates a wide range of intellectual curiosities, including philosophy (`plato.stanford.edu`), international literature (`wordswithoutborders.org`), travel (`misstourist.com`), and exploring new ideas across the political spectrum.",FALSE,,
persona_011,age,demographic,38,24,0.533,0.7,"Browsing sites like `moms.com`, `motherandbaby.com`, and `autismparentingsummit.com` suggests a parent, likely with a school-aged child, placing them in their late 30s to early 40s.",FALSE,,
persona_011,sex,demographic,Female,Female,1,0.95,"Numerous visited domains are explicitly female-oriented, such as `moms.com`, `themomkind.com`, and `motherandbaby.com`.",FALSE,,
persona_011,race,demographic,White alone,Two or More Races,0.362,0.4,"This is a weak demographic inference based on the high prevalence of this race in both the dental hygienist profession and the specified location (Amherst, MA).",FALSE,,
persona_011,ancestry,demographic,English,Mexican,0,0.1,"A speculative inference based on common ancestries in the inferred location of Massachusetts, with no direct evidence from the browsing history.",FALSE,,
persona_011,religion,demographic,Christian,Other Christian,0.74,0.3,"Visited `whamministries.org`, a Christian ministry website. The evidence is a single domain and thus confidence is low.",FALSE,,
persona_011,place of birth,demographic,Massachusetts,Washington/WA,0,0.4,"Strong affiliation with Massachusetts-specific political organizations (`www.amherstmademocrats.org`, `www.massdems.org`) suggests deep roots in the state, possibly being born there.",FALSE,,
persona_011,citizenship,demographic,U.S. citizen,Born in the United States,0.615,0.9,"Browsing of US-specific government agencies (`doh.wa.gov`, `www.cms.gov`, `www.loc.gov`) and engagement in local US politics (`democrats.org`) strongly indicate US citizenship.",FALSE,,
persona_011,income,demographic,85000,198400,0.433,0.5,"Estimated salary for a freelance Dental Hygienist (inferred profession) in a high cost-of-living area like Massachusetts, based on sites like `www.mbopartners.com`.",FALSE,,
persona_011,education,demographic,Associate's degree,"1 or more years of college credit, no degree",0.536,0.8,"The profession of Dental Hygienist, inferred from sites like `dimensionsofdentalhygiene.com` and `www.ada.org`, typically requires an Associate's degree in dental hygiene.",FALSE,,
persona_011,employment status,occupational,"Civilian employed, at work",Not in labor force,0.416,0.85,"Browsing `www.mbopartners.com` and `www.flexos.work`, platforms for independent professionals, suggests active freelance employment.",FALSE,,
persona_011,industry category,occupational,Health Care and Social Assistance,MED-Offices Of Dentists,0.267,0.9,"A very strong signal from numerous dental-focused domains like `zenithdentalit.com`, `wonderfuldental.com`, `www.ada.org`, and `www.wsda.org`.",FALSE,,
persona_011,occupation category,occupational,Dental Hygienists,HLS-Medical Assistants,0.503,0.9,Specific professional sites like `dimensionsofdentalhygiene.com` and the Washington State Dental Association (`www.wsda.org`) point directly to this occupation.,FALSE,,
persona_011,class of worker,occupational,Self-employed in own not incorporated business,"Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions",0.38,0.8,Visits to `www.mbopartners.com` and `www.flexos.work` are strong indicators of work as an independent contractor or freelancer.,FALSE,,
persona_011,veteran status,demographic,Non-Veteran,Nonveteran,0,0.9,"The complete absence of military-related domains (`.mil`, veteran affairs sites, etc.) makes veteran status highly unlikely.",FALSE,,
persona_011,marital status,demographic,Married,Married,1,0.6,"Sites like `adventuretravelfamily.com` and `www.thefamilyvacationguide.com` imply a family unit with a partner, suggesting marriage.",FALSE,,
persona_011,household language,demographic,English only,English only,1,0.95,"The visited domains are overwhelmingly in English, with no indication of other primary languages being used.",FALSE,,
persona_011,family presence and age,demographic,Own children of the householder under 18 years,With related children under 5 years only,0.586,0.9,"Extensive browsing of parenting sites, including those specific to autism (`autismparentingsummit.com`) and schools (`waldorfschool.org`), indicates children are present in the home.",FALSE,,
persona_011,health insurance,demographic,With health insurance coverage,With health insurance coverage,1,0.9,"Visits to government health sites (`www.hca.wa.gov`, `www.cms.gov`) and insurance-related domains (`myallamericancare.com`) suggest active engagement with the health insurance system.",FALSE,,
persona_011,ideology,psychographic,Progressive,Liberal,0,0.95,"Strong interest in Democratic politics (`massdems.org`), environmentalism (`theoceancleanup.com`, `www.unep.org`), and social causes (`doinggoodtogether.org`) points to a progressive ideology.",FALSE,,
persona_011,lifestyle,behavioral,Active and engaged,"Balances work, family, and personal interests effectively",0.217,0.8,"The user balances a freelance career, family care (including special needs), political activism, and personal hobbies, indicating a busy and highly engaged lifestyle.",FALSE,,
persona_011,personal time,behavioral,"Plays guitar, plans family trips, and engages in community activism",Spends most of her personal time caring for her young child and exploring new music,0.622,0.7,"Inferred from visits to `www.guitarlobby.com`, `adventuretravelfamily.com`, and political organizing sites like `www.amherstmademocrats.org`.",FALSE,,
persona_011,mannerisms,behavioral,Methodical and detail-oriented,Often uses Spanish phrases or words in conversation,0.108,0.3,"The pattern of deep-diving into multiple, complex subjects (dentistry, library science, environmental policy) suggests a thorough and inquisitive personality.",FALSE,,
persona_011,Big Five - Openness,psychographic,High,High,1,0.7,"Openness from diverse interests (music, science, politics). Conscientiousness from deep research and organization sites (`mealprepify.com`). Agreeableness from helping profession/volunteering sites. Extraversion is mixed (activism vs. solo hobbies). Neuroticism is average, balancing stressful topics (autism) with proactive solutions.",FALSE,,
persona_011,Big Five - Conscientiousness,psychographic,High,Average,0,0.7,"Openness from diverse interests (music, science, politics). Conscientiousness from deep research and organization sites (`mealprepify.com`). Agreeableness from helping profession/volunteering sites. Extraversion is mixed (activism vs. solo hobbies). Neuroticism is average, balancing stressful topics (autism) with proactive solutions.",FALSE,,
persona_011,Big Five - Extraversion,psychographic,Average,High,0,0.7,"Openness from diverse interests (music, science, politics). Conscientiousness from deep research and organization sites (`mealprepify.com`). Agreeableness from helping profession/volunteering sites. Extraversion is mixed (activism vs. solo hobbies). Neuroticism is average, balancing stressful topics (autism) with proactive solutions.",FALSE,,
persona_011,Big Five - Agreeableness,psychographic,High,Extremely High,0.67,0.7,"Openness from diverse interests (music, science, politics). Conscientiousness from deep research and organization sites (`mealprepify.com`). Agreeableness from helping profession/volunteering sites. Extraversion is mixed (activism vs. solo hobbies). Neuroticism is average, balancing stressful topics (autism) with proactive solutions.",FALSE,,
persona_011,Big Five - Neuroticism,psychographic,Average,Low,0,0.7,"Openness from diverse interests (music, science, politics). Conscientiousness from deep research and organization sites (`mealprepify.com`). Agreeableness from helping profession/volunteering sites. Extraversion is mixed (activism vs. solo hobbies). Neuroticism is average, balancing stressful topics (autism) with proactive solutions.",FALSE,,
persona_012,age,demographic,48,45,0.9,0.65,"The user is researching starting/running a business (sba.gov, pos.toasttab.com), looking into advanced education (professional.dce.harvard.edu), and has established political views, suggesting they are in their mid-career, likely in their 40s or 50s.",FALSE,,
persona_012,sex,demographic,Female,Male,0,0.55,"Browsed the National Museum of Women in the Arts (nmwa.org), which suggests a potential interest in women's contributions to the arts. This is weak evidence but a plausible inference.",FALSE,,
persona_012,race,demographic,Asian,"Chinese, except Taiwanese, alone",0.491,0.9,"Visited domains related to Chinese restaurant supplies (gochinarose.com), Chinese news (scmp.com), and Chinese culture (chinaintro.com), strongly indicating an Asian background.",FALSE,,
persona_012,ancestry,demographic,Chinese,Chinese,1,0.9,"The combination of visiting the South China Morning Post (scmp.com) and a supplier named ""gochinarose.com"" (Chinese restaurant supplies) points specifically to Chinese ancestry or business focus.",FALSE,,
persona_012,religion,demographic,Religiously unaffiliated,Catholic,0.577,0.3,"There are no domains indicating any specific religious affiliation. The browsing history is focused on secular topics like business, science, politics, and art.",FALSE,,
persona_012,place of birth,demographic,California/CA,China,0,0.4,"Strong evidence of residency in Los Angeles County (lacounty.gov). Inferring birth in the same state is plausible for an established business owner, but not certain.",FALSE,,
persona_012,income,demographic,185000,9000,0.12,0.6,"Profile suggests a restaurant owner in a major metro area (LA County) who is investigating finance (Bloomberg, IMF) and high-end services, pointing to an upper-middle-class income.",FALSE,,
persona_012,education,demographic,Master’s degree,Grade 8,0.254,0.7,"Visits to sites for Harvard professional education, the Stanford Encyclopedia of Philosophy, and various scientific journals (science.org, pmc.ncbi.nlm.nih.gov) suggest a high level of educational attainment or aspiration.",FALSE,,
persona_012,employment status,occupational,"Civilian employed, at work","Civilian employed, at work",1,0.95,"Extensive research into business operations, POS systems, and employee healthcare strongly implies active employment.",FALSE,,
persona_012,industry category,occupational,Food Services and Drinking Places,ENT-Restaurants And Other Food Services,0.655,0.99,"Overwhelming evidence from domains like pos.toasttab.com, webstaurantstore.com, lightspeedhq.com, musthavemenus.com, and restauranthealthcare.org points directly to the restaurant industry.",FALSE,,
persona_012,class of worker,occupational,Self-employed in own incorporated business,"Self-employed in own not incorporated business, professional practice, or farm",0.747,0.9,The combination of restaurant management domains and research on the Small Business Administration (sba.gov) and complex B2B services suggests they are a business owner.,FALSE,,
persona_012,veteran status,demographic,Non-Veteran,Non-Veteran,1,0.9,"There is no evidence in the browsing history related to military service, VA healthcare, or veteran organizations.",FALSE,,
persona_012,marital status,demographic,Married,Married,1,0.4,"A speculative inference based on the user's age and established professional life, which often correlate with being married. No direct evidence.",FALSE,,
persona_012,household type,demographic,"Married couple household, no children of the householder less than 18",Married couple household with children of the householder less than 18,0.955,0.4,"Based on the low-confidence inference of being married and the complete lack of any browsing related to children, parenting, or K-12 education.",FALSE,,
persona_012,household language,demographic,English only,Asian and Pacific Island languages,0.302,0.8,"The user navigates a wide array of complex, technical, and academic English-language websites, suggesting high proficiency and likely primary use at home.",FALSE,,
persona_012,family presence and age,demographic,No related children,With related children 5 to 17 years only,0.518,0.7,"The browsing history is devoid of domains related to parenting, children's products, schools, or family activities, making the presence of children in the household unlikely.",FALSE,,
persona_012,disability,demographic,nan,None,0.305,0.9,"There is no browsing history related to disability benefits, accessibility services, or specific medical conditions that would indicate a disability.",FALSE,,
persona_012,ideology,psychographic,Conservative,"Hard work, Family values, Community service",0.203,0.9,Direct visits to conservative-branded websites like conservativeclimatecaucus-millermeeks.house.gov and hungarianconservative.com.,FALSE,,
persona_012,political views,psychographic,Republican,Supports policies that favor small businesses and immigrant rights,0.417,0.8,"The conservative ideology, combined with research on a Republican-led congressional caucus, strongly suggests an alignment with the Republican party.",FALSE,,
persona_012,lifestyle,behavioral,Entrepreneurial and intellectually curious,Busy and family-oriented,0.383,0.9,"The user's time is split between the practical demands of running a business (POS, suppliers, finance) and intellectual interests (art, philosophy, science).",FALSE,,
persona_012,personal time,behavioral,"Spends free time on intellectual pursuits like reading academic websites, visiting museums, and following political and economic news.",Spends most of his time in his restaurant or with his family,0.489,0.85,"Inferred from visits to MOMA, Stanford Encyclopedia of Philosophy, science.org, Bloomberg, and various political sites.",FALSE,,
persona_012,mannerisms,behavioral,Detail-oriented and analytical,Constantly tastes and adjusts the food he cooks,0.292,0.8,"The meticulous research across multiple vendors for POS systems, healthcare, and other business services indicates a person who analyzes options carefully before making decisions.",FALSE,,
persona_012,defining quirks,behavioral,A tech-savvy restaurateur with a passion for open-source software and modern art.,"Speaks in a mix of his native language and English, uses food-related metaphors",0.317,0.75,The unusual combination of visiting itsfoss.com (Linux/open-source tech) while also browsing moma.org and running a restaurant is a distinctive pattern.,FALSE,,
persona_012,Big Five - Agreeableness,psychographic,Average,Extremely Low,0.409,0.6,"Shows pro-social behavior (foodbanking.org, ifaw.org) but also engages with competitive business and political domains, suggesting a balance between cooperation and self-interest.",FALSE,,
persona_012,Big Five - Conscientiousness,psychographic,Extremely High,Average,0.376,0.9,"The user demonstrates a highly organized, diligent, and thorough approach by researching every facet of their business, from POS software and suppliers to employee healthcare and marketing analytics.",FALSE,,
persona_012,Big Five - Extraversion,psychographic,High,Extremely Low,0.455,0.7,"Owning a customer-facing business like a restaurant, coupled with engagement in community services (ravenswoodcommunityservices.org), typically requires strong social skills and a high degree of extraversion.",FALSE,,
persona_012,Big Five - Neuroticism,psychographic,Low,Average,0,0.75,"The profile of a successful entrepreneur managing numerous complex, high-stakes domains (business, finance, tech, compliance) suggests high emotional stability and resilience to stress.",FALSE,,
persona_014,sex,demographic,Female,Female,1,0.99,"Visited numerous sites explicitly targeting women and mothers, such as healthywomen.org, theeverygirl.com, mummy-time.com, honestmum.com, and spanishmama.com.",FALSE,,
persona_014,race,demographic,Hispanic,Some Other Race alone,0.468,0.5,"Strong and specific interest in learning Spanish (holaspanishclasses.com) and teaching it to her children (spanishmama.com), which may indicate Hispanic heritage, though it could also be an acquired interest.",FALSE,,
persona_014,religion,demographic,Religiously unaffiliated,Protestant,0.578,0.6,"Browsing history focuses on science (sciencenewstoday.org), secular wellness (mindfulspark.org), and data (ourworldindata.org) with a complete absence of religious domains.",FALSE,,
persona_014,citizenship,demographic,U.S. citizen,Born in the United States,0.615,0.9,"Browsed multiple U.S. and Texas state government websites (healthcare.gov, bon.texas.gov, hhs.texas.gov), indicating residency and civic interaction.",FALSE,,
persona_014,income,demographic,150000,159000,0.955,0.6,"Inferred household income. As a nurse (a well-paying job), considering graduate school, and hiring a nanny (hellonanny.com), the household is likely dual-income and financially stable.",FALSE,,
persona_014,education,demographic,Bachelor's degree,Bachelor's degree,1,0.9,"Is a Registered Nurse, which typically requires a BSN or ADN. The search for graduate programs (go.graduate.muih.ndm.edu) strongly implies she already holds a bachelor's degree.",FALSE,,
persona_014,employment status,occupational,"Civilian employed, at work","Civilian employed, at work",1,0.9,"Strong evidence of being a working nurse (nursegrid.com, bon.texas.gov) and looking for healthcare staffing (totalmed.com), indicating active employment in the civilian labor force.",FALSE,,
persona_014,industry category,occupational,Health Care and Social Assistance,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",0.333,0.99,"The vast majority of professional sites visited relate to healthcare, including the Texas Board of Nursing, medical journals, and healthcare business sites.",FALSE,,
persona_014,occupation category,occupational,Registered Nurses,MED-Registered Nurses,0.853,0.95,Directly supported by visits to nursegrid.com (a scheduling app for nurses) and the Texas Board of Nursing (bon.texas.gov).,FALSE,,
persona_014,class of worker,occupational,Employee of a private for-profit company or individual,"Employee of a private not-for-profit, tax-exempt, or charitable organization",0.867,0.7,"Likely works for a private hospital system (e.g., texashealth.org) or clinic, which is the most common employment model for nurses.",FALSE,,
persona_014,veteran status,demographic,Non-Veteran,Non-Veteran,1,0.9,"No visits to military, VA, or veteran-specific sites. Non-veteran status is the default and most probable inference.",FALSE,,
persona_014,marital status,demographic,Married,Married,1,0.75,"Lifestyle (livingwellmom.com), financial ability to consider a nanny (hellonanny.com), and running a household with children make marriage a probable status.",FALSE,,
persona_014,household type,demographic,Married couple household,Married couple household with children of the householder less than 18,0.679,0.75,Follows directly from the inference of being married with children present in the home.,FALSE,,
persona_014,household language,demographic,English and Spanish,Spanish,0.729,0.8,"The primary language is English, but there is a deliberate and active effort to learn Spanish (holaspanishclasses.com) and incorporate it into the family (spanishmama.com).",FALSE,,
persona_014,family presence and age,demographic,Own children of the householder under 18 years,With related children 5 to 17 years only,0.502,0.95,"Numerous parenting/mom blogs visited (mummy-time.com, livingwellmom.com) and a learning site for elementary schoolers (splashlearn.com) confirm the presence of young children.",FALSE,,
persona_014,health insurance,demographic,With health insurance coverage,With health insurance coverage,1,0.95,"Works in the healthcare industry, a sector with high insurance rates, and has browsed healthcare.gov.",FALSE,,
persona_014,ideology,psychographic,Progressive,"Helping others, Promoting health and wellness",0.211,0.9,"Visited learningforjustice.org, a site by the Southern Poverty Law Center focused on anti-bias education, which is a strong indicator of progressive social views.",FALSE,,
persona_014,political views,psychographic,Democrat,Supports healthcare and education policies,0.301,0.8,Progressive ideology (from learningforjustice.org) and interest in environmentalism (theoceancleanup.com) and global cooperation (weforum.org) align strongly with the Democratic party platform.,FALSE,,
persona_014,lifestyle,behavioral,Health-conscious and ambitious family-oriented professional,Busy and health-conscious,0.511,0.85,"Balances a nursing career, motherhood, self-improvement (learning Spanish, grad school), and a side-hustle (blogging), indicating a very active and goal-oriented lifestyle.",FALSE,,
persona_014,personal time,behavioral,Manages a family/parenting blog,"Relaxing with family, Catching up on sleep",0.135,0.8,"The sheer number of marketing, affiliate, SEO, and web-dev tools (skimresources, bounceexchange, klaviyo, wordpress, etc.) alongside parenting content strongly suggests she runs her own monetized blog.",FALSE,,
persona_014,mannerisms,behavioral,Highly organized and a planner,Speaks quickly and clearly,0.409,0.7,"Successfully juggling a demanding nursing job, raising children, and developing a side business requires significant planning, scheduling (nursegrid.com), and multitasking skills.",FALSE,,
persona_014,defining quirks,behavioral,Driven to become a multilingual family,Stays calm under pressure,0.044,0.8,"The focused effort on both personal Spanish lessons (holaspanishclasses.com) and resources for teaching children Spanish (spanishmama.com) is a specific, defining passion.",FALSE,,
persona_014,detailed job description,occupational,"A Registered Nurse in Texas, likely in a hospital setting, who is also developing a ""mommy blog"" focused on wellness and parenting, while exploring graduate studies in integrative health.","Provides patient care, administers medications, and collaborates with doctors",0.513,0.9,"This synthesizes the strongest evidence points: Texas nursing license (bon.texas.gov), parenting sites (mummy-time), blogging tools (jetpack.wordpress.com), and graduate school research (muih.edu).",FALSE,,
persona_014,Big Five - Conscientiousness,psychographic,High,Extremely High,0.67,0.9,"Works in a demanding profession (nursing), is pursuing further education, and is methodically building a side business (inferred from marketing/web tools), all of which require discipline and organization.",FALSE,,
